Threshold,TP,FP,TN,FN,Precision,Recall,F1-Score,FPR,FNR,Youden_J
0.678,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,0.196
0.679,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,0.196
0.68,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,0.196
0.681,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,0.196
0.682,145,0,2075,605,1.0,0.1933,0.324,0.0,0.8067,0.1933
0.683,145,0,2075,605,1.0,0.1933,0.324,0.0,0.8067,0.1933
0.684,145,0,2075,605,1.0,0.1933,0.324,0.0,0.8067,0.1933
0.685,145,0,2075,605,1.0,0.1933,0.324,0.0,0.8067,0.1933
0.686,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,0.192
0.687,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,0.192
0.6880000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,0.192
0.6890000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,0.192
0.6900000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,0.192
0.6910000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,0.192
0.6920000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,0.192
0.6930000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,0.192
0.6940000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,0.192
0.6950000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,0.192
0.6960000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,0.192
0.6970000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,0.192
0.6980000000000001,143,0,2075,607,1.0,0.1907,0.3203,0.0,0.8093,0.1907
0.6990000000000001,143,0,2075,607,1.0,0.1907,0.3203,0.0,0.8093,0.1907
0.7000000000000001,142,0,2075,608,1.0,0.1893,0.3184,0.0,0.8107,0.1893
0.7010000000000001,142,0,2075,608,1.0,0.1893,0.3184,0.0,0.8107,0.1893
0.7020000000000001,141,0,2075,609,1.0,0.188,0.3165,0.0,0.812,0.188
0.7030000000000001,140,0,2075,610,1.0,0.1867,0.3146,0.0,0.8133,0.1867
0.7040000000000001,140,0,2075,610,1.0,0.1867,0.3146,0.0,0.8133,0.1867
0.705,140,0,2075,610,1.0,0.1867,0.3146,0.0,0.8133,0.1867
0.706,140,0,2075,610,1.0,0.1867,0.3146,0.0,0.8133,0.1867
0.707,140,0,2075,610,1.0,0.1867,0.3146,0.0,0.8133,0.1867
0.708,139,0,2075,611,1.0,0.1853,0.3127,0.0,0.8147,0.1853
0.709,139,0,2075,611,1.0,0.1853,0.3127,0.0,0.8147,0.1853
0.71,138,0,2075,612,1.0,0.184,0.3108,0.0,0.816,0.184
0.711,138,0,2075,612,1.0,0.184,0.3108,0.0,0.816,0.184
0.712,138,0,2075,612,1.0,0.184,0.3108,0.0,0.816,0.184
0.713,137,0,2075,613,1.0,0.1827,0.3089,0.0,0.8173,0.1827
0.714,136,0,2075,614,1.0,0.1813,0.307,0.0,0.8187,0.1813
0.715,134,0,2075,616,1.0,0.1787,0.3032,0.0,0.8213,0.1787
0.716,133,0,2075,617,1.0,0.1773,0.3012,0.0,0.8227,0.1773
0.717,133,0,2075,617,1.0,0.1773,0.3012,0.0,0.8227,0.1773
0.718,133,0,2075,617,1.0,0.1773,0.3012,0.0,0.8227,0.1773
0.719,133,0,2075,617,1.0,0.1773,0.3012,0.0,0.8227,0.1773
0.72,133,0,2075,617,1.0,0.1773,0.3012,0.0,0.8227,0.1773
0.721,133,0,2075,617,1.0,0.1773,0.3012,0.0,0.8227,0.1773
0.722,133,0,2075,617,1.0,0.1773,0.3012,0.0,0.8227,0.1773
0.723,133,0,2075,617,1.0,0.1773,0.3012,0.0,0.8227,0.1773
0.724,133,0,2075,617,1.0,0.1773,0.3012,0.0,0.8227,0.1773
0.725,132,0,2075,618,1.0,0.176,0.2993,0.0,0.824,0.176
0.726,132,0,2075,618,1.0,0.176,0.2993,0.0,0.824,0.176
0.727,132,0,2075,618,1.0,0.176,0.2993,0.0,0.824,0.176
0.728,132,0,2075,618,1.0,0.176,0.2993,0.0,0.824,0.176
0.729,132,0,2075,618,1.0,0.176,0.2993,0.0,0.824,0.176
0.73,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,0.1747
0.731,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,0.1747
0.732,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,0.1747
0.733,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,0.1747
0.734,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,0.1747
0.735,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,0.1747
0.736,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,0.1747
0.737,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,0.1747
0.738,129,0,2075,621,1.0,0.172,0.2935,0.0,0.828,0.172
0.739,129,0,2075,621,1.0,0.172,0.2935,0.0,0.828,0.172
0.74,129,0,2075,621,1.0,0.172,0.2935,0.0,0.828,0.172
0.741,128,0,2075,622,1.0,0.1707,0.2916,0.0,0.8293,0.1707
0.742,127,0,2075,623,1.0,0.1693,0.2896,0.0,0.8307,0.1693
0.743,126,0,2075,624,1.0,0.168,0.2877,0.0,0.832,0.168
0.744,125,0,2075,625,1.0,0.1667,0.2857,0.0,0.8333,0.1667
0.745,123,0,2075,627,1.0,0.164,0.2818,0.0,0.836,0.164
0.746,121,0,2075,629,1.0,0.1613,0.2778,0.0,0.8387,0.1613
0.747,121,0,2075,629,1.0,0.1613,0.2778,0.0,0.8387,0.1613
0.748,120,0,2075,630,1.0,0.16,0.2759,0.0,0.84,0.16
0.749,120,0,2075,630,1.0,0.16,0.2759,0.0,0.84,0.16
0.75,120,0,2075,630,1.0,0.16,0.2759,0.0,0.84,0.16
0.751,118,0,2075,632,1.0,0.1573,0.2719,0.0,0.8427,0.1573
0.752,118,0,2075,632,1.0,0.1573,0.2719,0.0,0.8427,0.1573
0.753,114,0,2075,636,1.0,0.152,0.2639,0.0,0.848,0.152
0.754,113,0,2075,637,1.0,0.1507,0.2619,0.0,0.8493,0.1507
0.755,112,0,2075,638,1.0,0.1493,0.2599,0.0,0.8507,0.1493
0.756,111,0,2075,639,1.0,0.148,0.2578,0.0,0.852,0.148
0.757,109,0,2075,641,1.0,0.1453,0.2538,0.0,0.8547,0.1453
0.758,109,0,2075,641,1.0,0.1453,0.2538,0.0,0.8547,0.1453
0.759,109,0,2075,641,1.0,0.1453,0.2538,0.0,0.8547,0.1453
0.76,108,0,2075,642,1.0,0.144,0.2517,0.0,0.856,0.144
0.761,107,0,2075,643,1.0,0.1427,0.2497,0.0,0.8573,0.1427
0.762,107,0,2075,643,1.0,0.1427,0.2497,0.0,0.8573,0.1427
0.763,107,0,2075,643,1.0,0.1427,0.2497,0.0,0.8573,0.1427
0.764,106,0,2075,644,1.0,0.1413,0.2477,0.0,0.8587,0.1413
0.765,105,0,2075,645,1.0,0.14,0.2456,0.0,0.86,0.14
0.766,104,0,2075,646,1.0,0.1387,0.2436,0.0,0.8613,0.1387
0.767,101,0,2075,649,1.0,0.1347,0.2374,0.0,0.8653,0.1347
0.768,100,0,2075,650,1.0,0.1333,0.2353,0.0,0.8667,0.1333
0.769,99,0,2075,651,1.0,0.132,0.2332,0.0,0.868,0.132
0.77,98,0,2075,652,1.0,0.1307,0.2311,0.0,0.8693,0.1307
0.771,94,0,2075,656,1.0,0.1253,0.2227,0.0,0.8747,0.1253
0.772,94,0,2075,656,1.0,0.1253,0.2227,0.0,0.8747,0.1253
0.773,93,0,2075,657,1.0,0.124,0.2206,0.0,0.876,0.124
0.774,91,0,2075,659,1.0,0.1213,0.2164,0.0,0.8787,0.1213
0.775,89,0,2075,661,1.0,0.1187,0.2122,0.0,0.8813,0.1187
0.776,88,0,2075,662,1.0,0.1173,0.21,0.0,0.8827,0.1173
0.777,88,0,2075,662,1.0,0.1173,0.21,0.0,0.8827,0.1173
0.778,87,0,2075,663,1.0,0.116,0.2079,0.0,0.884,0.116
0.779,86,0,2075,664,1.0,0.1147,0.2057,0.0,0.8853,0.1147
0.78,85,0,2075,665,1.0,0.1133,0.2036,0.0,0.8867,0.1133
0.781,81,0,2075,669,1.0,0.108,0.1949,0.0,0.892,0.108
0.782,80,0,2075,670,1.0,0.1067,0.1928,0.0,0.8933,0.1067
0.783,78,0,2075,672,1.0,0.104,0.1884,0.0,0.896,0.104
0.784,77,0,2075,673,1.0,0.1027,0.1862,0.0,0.8973,0.1027
0.785,76,0,2075,674,1.0,0.1013,0.184,0.0,0.8987,0.1013
0.786,75,0,2075,675,1.0,0.1,0.1818,0.0,0.9,0.1
0.787,75,0,2075,675,1.0,0.1,0.1818,0.0,0.9,0.1
0.788,74,0,2075,676,1.0,0.0987,0.1796,0.0,0.9013,0.0987
0.789,73,0,2075,677,1.0,0.0973,0.1774,0.0,0.9027,0.0973
0.79,71,0,2075,679,1.0,0.0947,0.173,0.0,0.9053,0.0947
0.791,68,0,2075,682,1.0,0.0907,0.1663,0.0,0.9093,0.0907
0.792,67,0,2075,683,1.0,0.0893,0.164,0.0,0.9107,0.0893
0.793,66,0,2075,684,1.0,0.088,0.1618,0.0,0.912,0.088
0.794,65,0,2075,685,1.0,0.0867,0.1595,0.0,0.9133,0.0867
0.795,61,0,2075,689,1.0,0.0813,0.1504,0.0,0.9187,0.0813
0.796,57,0,2075,693,1.0,0.076,0.1413,0.0,0.924,0.076
0.797,54,0,2075,696,1.0,0.072,0.1343,0.0,0.928,0.072
0.798,52,0,2075,698,1.0,0.0693,0.1297,0.0,0.9307,0.0693
0.799,49,0,2075,701,1.0,0.0653,0.1227,0.0,0.9347,0.0653
0.8,48,0,2075,702,1.0,0.064,0.1203,0.0,0.936,0.064
0.801,47,0,2075,703,1.0,0.0627,0.1179,0.0,0.9373,0.0627
0.802,47,0,2075,703,1.0,0.0627,0.1179,0.0,0.9373,0.0627
0.803,47,0,2075,703,1.0,0.0627,0.1179,0.0,0.9373,0.0627
0.804,46,0,2075,704,1.0,0.0613,0.1156,0.0,0.9387,0.0613
0.805,45,0,2075,705,1.0,0.06,0.1132,0.0,0.94,0.06
0.806,43,0,2075,707,1.0,0.0573,0.1084,0.0,0.9427,0.0573
0.807,43,0,2075,707,1.0,0.0573,0.1084,0.0,0.9427,0.0573
0.808,41,0,2075,709,1.0,0.0547,0.1037,0.0,0.9453,0.0547
0.809,40,0,2075,710,1.0,0.0533,0.1013,0.0,0.9467,0.0533
0.81,40,0,2075,710,1.0,0.0533,0.1013,0.0,0.9467,0.0533
0.811,40,0,2075,710,1.0,0.0533,0.1013,0.0,0.9467,0.0533
0.812,38,0,2075,712,1.0,0.0507,0.0964,0.0,0.9493,0.0507
0.8130000000000001,38,0,2075,712,1.0,0.0507,0.0964,0.0,0.9493,0.0507
0.8140000000000001,37,0,2075,713,1.0,0.0493,0.094,0.0,0.9507,0.0493
0.8150000000000001,36,0,2075,714,1.0,0.048,0.0916,0.0,0.952,0.048
0.8160000000000001,35,0,2075,715,1.0,0.0467,0.0892,0.0,0.9533,0.0467
0.8170000000000001,34,0,2075,716,1.0,0.0453,0.0867,0.0,0.9547,0.0453
0.8180000000000001,34,0,2075,716,1.0,0.0453,0.0867,0.0,0.9547,0.0453
0.8190000000000001,34,0,2075,716,1.0,0.0453,0.0867,0.0,0.9547,0.0453
0.8200000000000001,33,0,2075,717,1.0,0.044,0.0843,0.0,0.956,0.044
0.8210000000000001,31,0,2075,719,1.0,0.0413,0.0794,0.0,0.9587,0.0413
0.8220000000000001,31,0,2075,719,1.0,0.0413,0.0794,0.0,0.9587,0.0413
0.8230000000000001,31,0,2075,719,1.0,0.0413,0.0794,0.0,0.9587,0.0413
0.8240000000000001,30,0,2075,720,1.0,0.04,0.0769,0.0,0.96,0.04
0.8250000000000001,30,0,2075,720,1.0,0.04,0.0769,0.0,0.96,0.04
0.8260000000000001,29,0,2075,721,1.0,0.0387,0.0745,0.0,0.9613,0.0387
0.8270000000000001,29,0,2075,721,1.0,0.0387,0.0745,0.0,0.9613,0.0387
0.8280000000000001,29,0,2075,721,1.0,0.0387,0.0745,0.0,0.9613,0.0387
0.8290000000000001,27,0,2075,723,1.0,0.036,0.0695,0.0,0.964,0.036
0.8300000000000001,27,0,2075,723,1.0,0.036,0.0695,0.0,0.964,0.036
0.8310000000000001,27,0,2075,723,1.0,0.036,0.0695,0.0,0.964,0.036
0.8320000000000001,26,0,2075,724,1.0,0.0347,0.067,0.0,0.9653,0.0347
0.8330000000000001,24,0,2075,726,1.0,0.032,0.062,0.0,0.968,0.032
0.834,24,0,2075,726,1.0,0.032,0.062,0.0,0.968,0.032
0.835,23,0,2075,727,1.0,0.0307,0.0595,0.0,0.9693,0.0307
0.836,22,0,2075,728,1.0,0.0293,0.057,0.0,0.9707,0.0293
0.837,22,0,2075,728,1.0,0.0293,0.057,0.0,0.9707,0.0293
0.838,22,0,2075,728,1.0,0.0293,0.057,0.0,0.9707,0.0293
0.839,21,0,2075,729,1.0,0.028,0.0545,0.0,0.972,0.028
0.84,20,0,2075,730,1.0,0.0267,0.0519,0.0,0.9733,0.0267
0.841,19,0,2075,731,1.0,0.0253,0.0494,0.0,0.9747,0.0253
0.842,19,0,2075,731,1.0,0.0253,0.0494,0.0,0.9747,0.0253
0.843,19,0,2075,731,1.0,0.0253,0.0494,0.0,0.9747,0.0253
0.844,18,0,2075,732,1.0,0.024,0.0469,0.0,0.976,0.024
0.845,18,0,2075,732,1.0,0.024,0.0469,0.0,0.976,0.024
0.846,16,0,2075,734,1.0,0.0213,0.0418,0.0,0.9787,0.0213
0.847,16,0,2075,734,1.0,0.0213,0.0418,0.0,0.9787,0.0213
0.848,16,0,2075,734,1.0,0.0213,0.0418,0.0,0.9787,0.0213
0.849,16,0,2075,734,1.0,0.0213,0.0418,0.0,0.9787,0.0213
0.85,16,0,2075,734,1.0,0.0213,0.0418,0.0,0.9787,0.0213
0.851,16,0,2075,734,1.0,0.0213,0.0418,0.0,0.9787,0.0213
0.852,16,0,2075,734,1.0,0.0213,0.0418,0.0,0.9787,0.0213
0.853,16,0,2075,734,1.0,0.0213,0.0418,0.0,0.9787,0.0213
0.854,14,0,2075,736,1.0,0.0187,0.0366,0.0,0.9813,0.0187
0.855,13,0,2075,737,1.0,0.0173,0.0341,0.0,0.9827,0.0173
0.856,13,0,2075,737,1.0,0.0173,0.0341,0.0,0.9827,0.0173
0.857,12,0,2075,738,1.0,0.016,0.0315,0.0,0.984,0.016
0.858,12,0,2075,738,1.0,0.016,0.0315,0.0,0.984,0.016
0.859,12,0,2075,738,1.0,0.016,0.0315,0.0,0.984,0.016
0.86,12,0,2075,738,1.0,0.016,0.0315,0.0,0.984,0.016
0.861,12,0,2075,738,1.0,0.016,0.0315,0.0,0.984,0.016
0.862,12,0,2075,738,1.0,0.016,0.0315,0.0,0.984,0.016
0.863,11,0,2075,739,1.0,0.0147,0.0289,0.0,0.9853,0.0147
0.864,11,0,2075,739,1.0,0.0147,0.0289,0.0,0.9853,0.0147
0.865,11,0,2075,739,1.0,0.0147,0.0289,0.0,0.9853,0.0147
0.866,11,0,2075,739,1.0,0.0147,0.0289,0.0,0.9853,0.0147
0.867,10,0,2075,740,1.0,0.0133,0.0263,0.0,0.9867,0.0133
0.868,10,0,2075,740,1.0,0.0133,0.0263,0.0,0.9867,0.0133
0.869,10,0,2075,740,1.0,0.0133,0.0263,0.0,0.9867,0.0133
0.87,10,0,2075,740,1.0,0.0133,0.0263,0.0,0.9867,0.0133
0.871,10,0,2075,740,1.0,0.0133,0.0263,0.0,0.9867,0.0133
0.872,9,0,2075,741,1.0,0.012,0.0237,0.0,0.988,0.012
0.873,9,0,2075,741,1.0,0.012,0.0237,0.0,0.988,0.012
0.874,8,0,2075,742,1.0,0.0107,0.0211,0.0,0.9893,0.0107
0.875,8,0,2075,742,1.0,0.0107,0.0211,0.0,0.9893,0.0107
0.876,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,0.0093
0.877,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,0.0093
0.878,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,0.0093
0.879,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,0.0093
0.88,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,0.0093
0.881,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,0.0093
0.882,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,0.0093
0.883,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,0.0093
0.884,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,0.0093
0.885,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,0.0093
0.886,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,0.0093
0.887,7,0,2075,743,1.0,0.0093,0.0185,0.0,0.9907,0.0093
0.888,6,0,2075,744,1.0,0.008,0.0159,0.0,0.992,0.008
0.889,6,0,2075,744,1.0,0.008,0.0159,0.0,0.992,0.008
0.89,6,0,2075,744,1.0,0.008,0.0159,0.0,0.992,0.008
0.891,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.892,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.893,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.894,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.895,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.896,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.897,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.898,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.899,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.9,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.901,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.902,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.903,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.904,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.905,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.906,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.907,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.908,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.909,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.91,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.911,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.912,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.913,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.914,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.915,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.916,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.917,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.918,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.919,5,0,2075,745,1.0,0.0067,0.0132,0.0,0.9933,0.0067
0.92,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,0.0053
0.921,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,0.0053
0.922,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,0.0053
0.923,4,0,2075,746,1.0,0.0053,0.0106,0.0,0.9947,0.0053
0.924,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.925,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.926,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.927,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.928,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.929,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.93,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.931,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.932,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.933,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.934,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.935,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.936,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.937,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9380000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9390000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9400000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9410000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9420000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9430000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9440000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9450000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9460000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9470000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9480000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9490000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9500000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9510000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9520000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9530000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9540000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9550000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9560000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9570000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9580000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9590000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.9600000000000001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.961,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.962,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.963,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.964,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.965,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.966,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.967,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.968,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.969,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.97,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.971,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.972,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.973,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.974,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.975,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.976,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.977,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.978,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.979,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.98,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.981,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.982,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.983,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.984,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.985,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.986,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.987,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.988,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.989,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.99,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.991,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.992,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.993,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.994,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.995,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.996,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.997,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
0.999,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.001,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.002,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.003,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.004,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.005,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.006,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.007,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.008,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.009,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.01,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.011,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.012,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.013,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.014,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.015,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.016,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.017,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.018,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.019,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.02,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.021,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.022,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.023,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.024,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.025,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
