source_type,source_id,user_id,aksi,status,device,ip_address,durasi_ms,jumlah_objek,waktu,is_anomali,risk_level_source,candidate_type,anomaly_type,severity,source_record_id,mutated_features,original_values,canonical_values,raw_numeric_domain
SYNTHETIC,synth_7077,22,Logout,Gagal,Virtual Machine,192.168.1.57,396.0,1.0,2025-06-22 07:31:14,False,Normal,ANOMALY_V3,scripted_rapid_failure,Moderate,synth_7077,"status,device,durasi_ms","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.57"", ""durasi_ms"": 939.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-06-22 07:31:14""}","{""user_id"": 22.0, ""activity"": ""Logout"", ""status"": ""Gagal"", ""device"": ""Virtual Machine"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 5.983936280687191, ""object_count"": 0.6931471805599453, ""hour"": 14, ""day_of_week"": 6}",raw_before_log1p
SYNTHETIC,synth_5300,73,Logout,Gagal,Virtual Machine,192.168.1.38,396.0,1.0,2025-05-09 14:31:02,False,Normal,ANOMALY_V3,scripted_rapid_failure,Moderate,synth_5300,"status,device,durasi_ms","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.38"", ""durasi_ms"": 813.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-05-09 14:31:02""}","{""user_id"": 73.0, ""activity"": ""Logout"", ""status"": ""Gagal"", ""device"": ""Virtual Machine"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 5.983936280687191, ""object_count"": 0.6931471805599453, ""hour"": 21, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_9384,63,Logout,Gagal,Virtual Machine,192.168.1.58,396.0,1.0,2025-08-14 11:54:17,False,Normal,ANOMALY_V3,scripted_rapid_failure,Moderate,synth_9384,"status,device,durasi_ms","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.58"", ""durasi_ms"": 290.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-08-14 11:54:17""}","{""user_id"": 63.0, ""activity"": ""Logout"", ""status"": ""Gagal"", ""device"": ""Virtual Machine"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 5.983936280687191, ""object_count"": 0.6931471805599453, ""hour"": 18, ""day_of_week"": 3}",raw_before_log1p
SYNTHETIC,synth_9347,31,Lihat Perkara,Gagal,Virtual Machine,192.168.1.89,396.0,3.0,2025-08-13 16:05:39,False,Normal,ANOMALY_V3,scripted_rapid_failure,Moderate,synth_9347,"status,device,durasi_ms","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.89"", ""durasi_ms"": 839.0, ""jumlah_objek"": 3.0, ""waktu"": ""2025-08-13 16:05:39""}","{""user_id"": 31.0, ""activity"": ""Kelola Perkara"", ""status"": ""Gagal"", ""device"": ""Virtual Machine"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 5.983936280687191, ""object_count"": 1.3862943611198906, ""hour"": 23, ""day_of_week"": 2}",raw_before_log1p
SYNTHETIC,synth_3150,41,Logout,Gagal,Virtual Machine,192.168.1.251,396.0,1.0,2025-03-18 09:50:46,False,Normal,ANOMALY_V3,scripted_rapid_failure,Moderate,synth_3150,"status,device,durasi_ms","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.251"", ""durasi_ms"": 350.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-03-18 09:50:46""}","{""user_id"": 41.0, ""activity"": ""Logout"", ""status"": ""Gagal"", ""device"": ""Virtual Machine"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 5.983936280687191, ""object_count"": 0.6931471805599453, ""hour"": 16, ""day_of_week"": 1}",raw_before_log1p
SYNTHETIC,synth_12279,58,Cari Berkas,Gagal,Virtual Machine,192.168.1.157,396.0,10.0,2025-10-23 12:01:36,False,Normal,ANOMALY_V3,scripted_rapid_failure,Moderate,synth_12279,"status,device,durasi_ms","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.157"", ""durasi_ms"": 3176.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-10-23 12:01:36""}","{""user_id"": 58.0, ""activity"": ""Akses Berkas"", ""status"": ""Gagal"", ""device"": ""Virtual Machine"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 5.983936280687191, ""object_count"": 2.3978952727983707, ""hour"": 19, ""day_of_week"": 3}",raw_before_log1p
SYNTHETIC,synth_14480,60,Cari Berkas,Gagal,Virtual Machine,192.168.1.43,396.0,4.0,2025-12-17 17:02:25,False,Normal,ANOMALY_V3,scripted_rapid_failure,Moderate,synth_14480,"status,device,durasi_ms","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.43"", ""durasi_ms"": 4502.0, ""jumlah_objek"": 4.0, ""waktu"": ""2025-12-17 17:02:25""}","{""user_id"": 60.0, ""activity"": ""Akses Berkas"", ""status"": ""Gagal"", ""device"": ""Virtual Machine"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 5.983936280687191, ""object_count"": 1.6094379124341003, ""hour"": 0, ""day_of_week"": 3}",raw_before_log1p
SYNTHETIC,synth_9263,76,Cari Berkas,Gagal,Virtual Machine,192.168.1.139,396.0,10.0,2025-08-12 08:44:21,False,Normal,ANOMALY_V3,scripted_rapid_failure,Moderate,synth_9263,"status,device,durasi_ms","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.139"", ""durasi_ms"": 5159.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-08-12 08:44:21""}","{""user_id"": 76.0, ""activity"": ""Akses Berkas"", ""status"": ""Gagal"", ""device"": ""Virtual Machine"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 5.983936280687191, ""object_count"": 2.3978952727983707, ""hour"": 15, ""day_of_week"": 1}",raw_before_log1p
SYNTHETIC,synth_3116,32,Akses Berkas,Berhasil,PC Windows,192.168.1.41,6049.699999999999,10.0,2025-03-17 13:45:16,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_3116,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.41"", ""durasi_ms"": 1480.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-03-17 13:45:16""}","{""user_id"": 32.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 20, ""day_of_week"": 0}",raw_before_log1p
SYNTHETIC,synth_9373,61,Akses Berkas,Berhasil,Android,192.168.1.99,6049.699999999999,10.0,2025-08-14 09:19:58,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_9373,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.99"", ""durasi_ms"": 490.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-08-14 09:19:58""}","{""user_id"": 61.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 16, ""day_of_week"": 3}",raw_before_log1p
SYNTHETIC,synth_14426,6,Akses Berkas,Berhasil,PC Windows,192.168.1.64,6049.699999999999,10.0,2025-12-16 12:57:55,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_14426,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Verifikasi"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.64"", ""durasi_ms"": 1452.0, ""jumlah_objek"": 4.0, ""waktu"": ""2025-12-16 12:57:55""}","{""user_id"": 6.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 19, ""day_of_week"": 1}",raw_before_log1p
SYNTHETIC,synth_10485,26,Akses Berkas,Berhasil,iPhone,192.168.1.109,6049.699999999999,10.0,2025-09-10 14:59:50,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_10485,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.109"", ""durasi_ms"": 497.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-10 14:59:50""}","{""user_id"": 26.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""iOS"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 21, ""day_of_week"": 2}",raw_before_log1p
SYNTHETIC,synth_1799,61,Akses Berkas,Berhasil,Android,192.168.1.99,6049.699999999999,10.0,2025-02-12 07:49:53,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_1799,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.99"", ""durasi_ms"": 5562.0, ""jumlah_objek"": 7.0, ""waktu"": ""2025-02-12 07:49:53""}","{""user_id"": 61.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 14, ""day_of_week"": 2}",raw_before_log1p
SYNTHETIC,synth_6725,56,Akses Berkas,Berhasil,Laptop Windows,192.168.1.173,6049.699999999999,10.0,2025-06-14 09:02:09,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_6725,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.173"", ""durasi_ms"": 507.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-06-14 09:02:09""}","{""user_id"": 56.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 16, ""day_of_week"": 5}",raw_before_log1p
SYNTHETIC,synth_2336,86,Akses Berkas,Berhasil,Android,192.168.1.154,6049.699999999999,10.0,2025-02-24 16:45:46,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_2336,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.154"", ""durasi_ms"": 522.0, ""jumlah_objek"": 2.0, ""waktu"": ""2025-02-24 16:45:46""}","{""user_id"": 86.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 23, ""day_of_week"": 0}",raw_before_log1p
SYNTHETIC,synth_9969,76,Akses Berkas,Berhasil,iPhone,192.168.1.139,6049.699999999999,10.0,2025-08-29 15:21:33,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_9969,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.139"", ""durasi_ms"": 998.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-08-29 15:21:33""}","{""user_id"": 76.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""iOS"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 22, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_6635,63,Akses Berkas,Berhasil,iPhone,192.168.1.58,6049.699999999999,10.0,2025-06-11 14:00:44,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_6635,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.58"", ""durasi_ms"": 551.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-06-11 14:00:44""}","{""user_id"": 63.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""iOS"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 21, ""day_of_week"": 2}",raw_before_log1p
SYNTHETIC,synth_13766,70,Akses Berkas,Gagal,iPhone,192.168.1.226,6049.699999999999,10.0,2025-11-29 14:20:47,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_13766,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Login"", ""status"": ""Gagal"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.226"", ""durasi_ms"": 1196.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-11-29 14:20:47""}","{""user_id"": 70.0, ""activity"": ""Akses Berkas"", ""status"": ""Gagal"", ""device"": ""iOS"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 21, ""day_of_week"": 5}",raw_before_log1p
SYNTHETIC,synth_13994,31,Akses Berkas,Berhasil,Android,192.168.1.89,6049.699999999999,10.0,2025-12-05 09:10:13,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_13994,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.89"", ""durasi_ms"": 584.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-12-05 09:10:13""}","{""user_id"": 31.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 16, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_12908,81,Akses Berkas,Berhasil,Laptop Windows,192.168.1.132,6049.699999999999,10.0,2025-11-08 09:06:00,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_12908,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.132"", ""durasi_ms"": 4434.0, ""jumlah_objek"": 8.0, ""waktu"": ""2025-11-08 09:06:00""}","{""user_id"": 81.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 16, ""day_of_week"": 5}",raw_before_log1p
SYNTHETIC,synth_1191,74,Akses Berkas,Berhasil,PC Windows,192.168.1.37,6049.699999999999,10.0,2025-01-27 12:48:03,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_1191,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.37"", ""durasi_ms"": 1381.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-01-27 12:48:03""}","{""user_id"": 74.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 19, ""day_of_week"": 0}",raw_before_log1p
SYNTHETIC,synth_14971,51,Akses Berkas,Berhasil,Laptop Windows,192.168.1.223,6049.699999999999,10.0,2025-12-31 07:54:42,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_14971,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.223"", ""durasi_ms"": 3008.0, ""jumlah_objek"": 5.0, ""waktu"": ""2025-12-31 07:54:42""}","{""user_id"": 51.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 14, ""day_of_week"": 2}",raw_before_log1p
SYNTHETIC,synth_2661,79,Akses Berkas,Berhasil,iPhone,192.168.1.104,6049.699999999999,10.0,2025-03-04 14:56:01,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_2661,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.104"", ""durasi_ms"": 1418.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-03-04 14:56:01""}","{""user_id"": 79.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""iOS"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 21, ""day_of_week"": 1}",raw_before_log1p
SYNTHETIC,synth_5280,40,Akses Berkas,Berhasil,Android,192.168.1.139,6049.699999999999,10.0,2025-05-09 13:10:39,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_5280,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.139"", ""durasi_ms"": 750.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-05-09 13:10:39""}","{""user_id"": 40.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 20, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_2619,65,Akses Berkas,Berhasil,Windows,192.168.1.60,6049.699999999999,10.0,2025-03-04 08:24:22,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_2619,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.60"", ""durasi_ms"": 2304.0, ""jumlah_objek"": 8.0, ""waktu"": ""2025-03-04 08:24:22""}","{""user_id"": 65.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 15, ""day_of_week"": 1}",raw_before_log1p
SYNTHETIC,synth_10264,79,Akses Berkas,Berhasil,iPhone,192.168.1.104,6049.699999999999,10.0,2025-09-05 16:07:00,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_10264,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.104"", ""durasi_ms"": 3181.0, ""jumlah_objek"": 3.0, ""waktu"": ""2025-09-05 16:07:00""}","{""user_id"": 79.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""iOS"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 23, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_9751,84,Akses Berkas,Berhasil,Windows,192.168.1.41,6049.699999999999,10.0,2025-08-24 15:32:04,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_9751,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.41"", ""durasi_ms"": 1513.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-08-24 15:32:04""}","{""user_id"": 84.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 22, ""day_of_week"": 6}",raw_before_log1p
SYNTHETIC,synth_9816,83,Akses Berkas,Berhasil,Windows,192.168.1.222,6049.699999999999,10.0,2025-08-26 10:00:37,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_9816,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.222"", ""durasi_ms"": 5443.0, ""jumlah_objek"": 4.0, ""waktu"": ""2025-08-26 10:00:37""}","{""user_id"": 83.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 17, ""day_of_week"": 1}",raw_before_log1p
SYNTHETIC,synth_12800,39,Akses Berkas,Berhasil,Windows,192.168.1.188,6049.699999999999,10.0,2025-11-05 16:19:09,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_12800,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.188"", ""durasi_ms"": 3528.0, ""jumlah_objek"": 7.0, ""waktu"": ""2025-11-05 16:19:09""}","{""user_id"": 39.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 23, ""day_of_week"": 2}",raw_before_log1p
SYNTHETIC,synth_10696,73,Akses Berkas,Berhasil,Android,192.168.1.38,6049.699999999999,10.0,2025-09-16 07:55:52,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_10696,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.38"", ""durasi_ms"": 3103.0, ""jumlah_objek"": 7.0, ""waktu"": ""2025-09-16 07:55:52""}","{""user_id"": 73.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 14, ""day_of_week"": 1}",raw_before_log1p
SYNTHETIC,synth_10586,30,Akses Berkas,Berhasil,Laptop Windows,192.168.1.180,6049.699999999999,10.0,2025-09-12 11:15:58,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_10586,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.180"", ""durasi_ms"": 983.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-12 11:15:58""}","{""user_id"": 30.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 18, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_439,43,Akses Berkas,Berhasil,iPhone,192.168.1.77,6049.699999999999,10.0,2025-01-11 09:32:43,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_439,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.77"", ""durasi_ms"": 1713.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-01-11 09:32:43""}","{""user_id"": 43.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""iOS"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 16, ""day_of_week"": 5}",raw_before_log1p
SYNTHETIC,synth_185,64,Akses Berkas,Berhasil,PC Windows,192.168.1.217,6049.699999999999,10.0,2025-01-04 16:51:11,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_185,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.217"", ""durasi_ms"": 878.0, ""jumlah_objek"": 4.0, ""waktu"": ""2025-01-04 16:51:11""}","{""user_id"": 64.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 23, ""day_of_week"": 5}",raw_before_log1p
SYNTHETIC,synth_11456,36,Akses Berkas,Berhasil,Windows,192.168.1.93,6049.699999999999,10.0,2025-10-05 12:20:18,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_11456,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.93"", ""durasi_ms"": 551.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-10-05 12:20:18""}","{""user_id"": 36.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 19, ""day_of_week"": 6}",raw_before_log1p
SYNTHETIC,synth_10175,29,Akses Berkas,Berhasil,Windows,192.168.1.196,6049.699999999999,10.0,2025-09-03 15:43:13,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_10175,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.196"", ""durasi_ms"": 1141.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-03 15:43:13""}","{""user_id"": 29.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 22, ""day_of_week"": 2}",raw_before_log1p
SYNTHETIC,synth_3460,8,Akses Berkas,Berhasil,Laptop Windows,192.168.1.37,6049.699999999999,10.0,2025-03-23 12:36:30,False,Normal,ANOMALY_V3,mass_archive_access,Severe,synth_3460,"aksi,jumlah_objek,durasi_ms","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.37"", ""durasi_ms"": 322.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-03-23 12:36:30""}","{""user_id"": 8.0, ""activity"": ""Akses Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.70792924681121, ""object_count"": 2.3978952727983707, ""hour"": 19, ""day_of_week"": 6}",raw_before_log1p
